Date,County,Town,Race/Ethnicity,Population,Group share of town population,Individuals with at least one dose
March-18-2021,Berkshire,Windsor,AI/AN,0.603466635144514,0.000713901538443014,*
March-18-2021,Berkshire,Windsor,Asian,6.53783904221167,0.00773426910206892,*
March-18-2021,Berkshire,Windsor,Black,6.78982823947539,0.00803237253500272,*
March-18-2021,Berkshire,Windsor,Hispanic,5.99893255,0.00709674226717653,*
March-18-2021,Berkshire,Windsor,Multi,15.4086698922644,0.0182284694808584,*
March-18-2021,Berkshire,Windsor,NH/PI,0,0,*
March-18-2021,Berkshire,Windsor,White,788.606291975993,0.93292190865313,210
March-18-2021,Berkshire,Windsor,Other/Unknown,0,0,*
March-18-2021,Berkshire,Windsor,Total,845.307934845815,1,*
March-18-2021,Bristol,Acushnet,AI/AN,16.9141743993841,0.00161869256631172,*
March-18-2021,Bristol,Acushnet,Asian,29.6642196860569,0.00283887648060473,*
March-18-2021,Bristol,Acushnet,Black,50.5033230182829,0.00483318615579079,*
March-18-2021,Bristol,Acushnet,Hispanic,115.12417085,0.0110174245078424,48
March-18-2021,Bristol,Acushnet,Multi,79.3104336360924,0.00759003699065421,*
March-18-2021,Bristol,Acushnet,NH/PI,0,0,*
March-18-2021,Bristol,Acushnet,White,10130.3290864067,0.969476132814087,2206
March-18-2021,Bristol,Acushnet,Other/Unknown,0,0,293
March-18-2021,Bristol,Acushnet,Total,10449.2815692136,1,*
March-18-2021,Bristol,Attleboro,AI/AN,48.5257471644856,0.00104317331448029,*
March-18-2021,Bristol,Attleboro,Asian,3209.31150388132,0.0689915831147427,196
March-18-2021,Bristol,Attleboro,Black,2474.4222401371,0.0531934364847183,330
March-18-2021,Bristol,Attleboro,Hispanic,3981.88357998,0.0855998090647104,231
March-18-2021,Bristol,Attleboro,Multi,676.474979817902,0.014542396317312,94
March-18-2021,Bristol,Attleboro,NH/PI,58.6394544201138,0.00126059087394156,*
March-18-2021,Bristol,Attleboro,White,36308.1559662917,0.78052789735804,6750
March-18-2021,Bristol,Attleboro,Other/Unknown,0,0,1379
March-18-2021,Bristol,Attleboro,Total,46517.4353014017,1,*
March-18-2021,Bristol,Berkley,AI/AN,5.97350620657955,0.000876514481500621,*
March-18-2021,Bristol,Berkley,Asian,25.5449175217869,0.00374829946806166,*
March-18-2021,Bristol,Berkley,Black,54.132378575944,0.00794304251121849,*
March-18-2021,Bristol,Berkley,Hispanic,92.13082602,0.0135186941147223,*
March-18-2021,Bristol,Berkley,Multi,45.2838705650143,0.00664466846705806,*
March-18-2021,Bristol,Berkley,NH/PI,7.57635412901626,0.00111170623774447,*
March-18-2021,Bristol,Berkley,White,6559.41383859552,0.962486857944806,1206
March-18-2021,Bristol,Berkley,Other/Unknown,0,0,138
March-18-2021,Bristol,Berkley,Total,6815.06847023533,1,*
March-18-2021,Bristol,Dartmouth,AI/AN,44.9968447193929,0.00121271000304628,*
March-18-2021,Bristol,Dartmouth,Asian,775.98699480639,0.0209136262043271,119
March-18-2021,Bristol,Dartmouth,Black,1843.17101432461,0.0496753036870843,101
March-18-2021,Bristol,Dartmouth,Hispanic,1019.69041405,0.0274816772784935,225
March-18-2021,Bristol,Dartmouth,Multi,468.437594309783,0.0126248620312165,75
March-18-2021,Bristol,Dartmouth,NH/PI,17.8061867291636,0.000479894554767751,*
March-18-2021,Bristol,Dartmouth,White,32849.970700047,0.885339590279205,7843
March-18-2021,Bristol,Dartmouth,Other/Unknown,0,0,1247
March-18-2021,Bristol,Dartmouth,Total,37104.3733508939,1,*
March-18-2021,Bristol,Dighton,AI/AN,15.1547748793257,0.00191172896407394,*
March-18-2021,Bristol,Dighton,Asian,53.575327301343,0.00675836531900207,*
March-18-2021,Bristol,Dighton,Black,58.796224680505,0.00741696571509359,*
March-18-2021,Bristol,Dighton,Hispanic,113.78540921,0.0143536848424265,*
March-18-2021,Bristol,Dighton,Multi,52.7293425431441,0.00665164690330193,*
March-18-2021,Bristol,Dighton,NH/PI,0,0,*
March-18-2021,Bristol,Dighton,White,7589.37537681427,0.957376724010496,1503
March-18-2021,Bristol,Dighton,Other/Unknown,0,0,132
March-18-2021,Bristol,Dighton,Total,7927.26121961898,1,*
March-18-2021,Bristol,Easton,AI/AN,23.4421258432884,0.00098740825808554,*
March-18-2021,Bristol,Easton,Asian,696.155303382607,0.0293228310463504,116
March-18-2021,Bristol,Easton,Black,1090.4554816686,0.0459311904932245,252
March-18-2021,Bristol,Easton,Hispanic,679.05700549,0.0286026318352707,93
March-18-2021,Bristol,Easton,Multi,288.507266018486,0.01215224501774,108
March-18-2021,Bristol,Easton,NH/PI,13.7387117070145,0.000578689726590924,*
March-18-2021,Bristol,Easton,White,20876.2159424589,0.87932929619788,5258
March-18-2021,Bristol,Easton,Other/Unknown,0,0,614
March-18-2021,Bristol,Easton,Total,23741.0672346814,1,*
March-18-2021,Bristol,Fairhaven,AI/AN,21.7287569326368,0.00135696664360666,*
March-18-2021,Bristol,Fairhaven,Asian,168.60304494154,0.0105293049531306,*
March-18-2021,Bristol,Fairhaven,Black,149.284463702582,0.00932285442195933,57
March-18-2021,Bristol,Fairhaven,Hispanic,210.17317857,0.0131253708430925,77
March-18-2021,Bristol,Fairhaven,Multi,152.032248482192,0.00949445431151124,*
March-18-2021,Bristol,Fairhaven,NH/PI,20.8695851366382,0.00130331113667121,*
March-18-2021,Bristol,Fairhaven,White,15198.6753831827,0.949161315850837,3732
March-18-2021,Bristol,Fairhaven,Other/Unknown,0,0,723
March-18-2021,Bristol,Fairhaven,Total,16012.7421223003,1,*
March-18-2021,Bristol,Fall River,AI/AN,182.636569699788,0.00204481032710029,*
March-18-2021,Bristol,Fall River,Asian,2847.64785504344,0.0318824414601595,204
March-18-2021,Bristol,Fall River,Black,5336.80847436926,0.059751237663326,365
March-18-2021,Bristol,Fall River,Hispanic,12019.92132819,0.134575782403367,394
March-18-2021,Bristol,Fall River,Multi,2010.78413926451,0.0225128635535379,92
March-18-2021,Bristol,Fall River,NH/PI,19.6273205774501,0.000219748694777006,*
March-18-2021,Bristol,Fall River,White,67519.6497670375,0.755954173650873,12245
March-18-2021,Bristol,Fall River,Other/Unknown,0,0,2003
March-18-2021,Bristol,Fall River,Total,89317.1201647741,1,*
March-18-2021,Bristol,Freetown,AI/AN,8.67760184795658,0.00095893843019578,*
March-18-2021,Bristol,Freetown,Asian,45.3074173930674,0.00500680078118173,*
March-18-2021,Bristol,Freetown,Black,69.468767209906,0.00767680653515928,31
March-18-2021,Bristol,Freetown,Hispanic,100.55233463,0.0111117679299055,31
March-18-2021,Bristol,Freetown,Multi,42.1598605705959,0.00465897274629631,*
March-18-2021,Bristol,Freetown,NH/PI,0,0,*
March-18-2021,Bristol,Freetown,White,8754.38747954356,0.967423803724752,2025
March-18-2021,Bristol,Freetown,Other/Unknown,0,0,214
March-18-2021,Bristol,Freetown,Total,9049.17518654971,1,*
March-18-2021,Bristol,Mansfield,AI/AN,65.7994118241462,0.0027845017521204,*
March-18-2021,Bristol,Mansfield,Asian,1123.01408188579,0.0475237481913075,118
March-18-2021,Bristol,Mansfield,Black,924.36237070472,0.0391171983071881,142
March-18-2021,Bristol,Mansfield,Hispanic,543.46584093,0.0229984059786359,86
March-18-2021,Bristol,Mansfield,Multi,264.261129973105,0.0111830115046317,90
March-18-2021,Bristol,Mansfield,NH/PI,5.59264800068452,0.0002366698686991,*
March-18-2021,Bristol,Mansfield,White,20681.2847306748,0.875191312083011,4727
March-18-2021,Bristol,Mansfield,Other/Unknown,0,0,419
March-18-2021,Bristol,Mansfield,Total,23630.5873300456,1,*
March-18-2021,Bristol,New Bedford,AI/AN,498.114804579294,0.00498215304857426,*
March-18-2021,Bristol,New Bedford,Asian,1370.35949074803,0.0137063597622627,88
March-18-2021,Bristol,New Bedford,Black,8772.14246109532,0.0877391233974387,1108
March-18-2021,Bristol,New Bedford,Hispanic,23409.62980164,0.23414352958399,1040
March-18-2021,Bristol,New Bedford,Multi,3891.2712846097,0.0389205639246595,221
March-18-2021,Bristol,New Bedford,NH/PI,24.411796044464,0.000244167213995621,*
March-18-2021,Bristol,New Bedford,White,62496.6968115288,0.625093062247688,10745
March-18-2021,Bristol,New Bedford,Other/Unknown,0,0,3241
March-18-2021,Bristol,New Bedford,Total,99979.8279424273,1,*
March-18-2021,Bristol,North Attleborough,AI/AN,35.5548902096242,0.0011724344512014,*
March-18-2021,Bristol,North Attleborough,Asian,1400.22040075103,0.0461727381925977,171
March-18-2021,Bristol,North Attleborough,Black,600.63888019974,0.0198062688908707,93
March-18-2021,Bristol,North Attleborough,Hispanic,873.75671803,0.0288124213616539,101
March-18-2021,Bristol,North Attleborough,Multi,400.15404796969,0.0131952141846403,67
March-18-2021,Bristol,North Attleborough,NH/PI,16.3025384723074,0.000537581683821248,*
March-18-2021,Bristol,North Attleborough,White,26837.7207523291,0.884982859354633,5213
March-18-2021,Bristol,North Attleborough,Other/Unknown,0,0,639
March-18-2021,Bristol,North Attleborough,Total,30325.6955416066,1,*
March-18-2021,Bristol,Norton,AI/AN,24.0676121331678,0.0012088278337966,*
March-18-2021,Bristol,Norton,Asian,370.407097982398,0.0186041892066179,58
March-18-2021,Bristol,Norton,Black,360.814960862005,0.0181224113604166,90
March-18-2021,Bristol,Norton,Hispanic,419.87636718,0.0210888490554122,50
March-18-2021,Bristol,Norton,Multi,209.846134356397,0.0105398012325058,44
March-18-2021,Bristol,Norton,NH/PI,39.7392219985419,0.00199595528544595,*
March-18-2021,Bristol,Norton,White,18399.1111517317,0.924119831841548,3752
March-18-2021,Bristol,Norton,Other/Unknown,0,0,367
March-18-2021,Bristol,Norton,Total,19909.8758816448,1,*
March-18-2021,Bristol,Raynham,AI/AN,33.8265567156786,0.0022367619307807,*
March-18-2021,Bristol,Raynham,Asian,238.381958334966,0.0157628721678747,55
March-18-2021,Bristol,Raynham,Black,460.705880464303,0.0304639157739554,111
March-18-2021,Bristol,Raynham,Hispanic,315.56002482,0.0208662281628693,48
March-18-2021,Bristol,Raynham,Multi,177.953842818137,0.0117670972070075,*
March-18-2021,Bristol,Raynham,NH/PI,0,0,*
March-18-2021,Bristol,Raynham,White,13741.5738371279,0.908653797850296,3082
March-18-2021,Bristol,Raynham,Other/Unknown,0,0,370
March-18-2021,Bristol,Raynham,Total,15123.0026987593,1,*
March-18-2021,Bristol,Rehoboth,AI/AN,21.0030804083172,0.00165214557730116,*
March-18-2021,Bristol,Rehoboth,Asian,101.530796554183,0.00798662163957775,32
March-18-2021,Bristol,Rehoboth,Black,56.2498000067201,0.0044247251592855,*
March-18-2021,Bristol,Rehoboth,Hispanic,215.43018822,0.0169461824534979,*
March-18-2021,Bristol,Rehoboth,Multi,96.3760805819458,0.00758114106100496,*
March-18-2021,Bristol,Rehoboth,NH/PI,10.0352474401733,0.000789393239138369,*
March-18-2021,Bristol,Rehoboth,White,12164.0602520523,0.956850040887087,2091
March-18-2021,Bristol,Rehoboth,Other/Unknown,0,0,304
March-18-2021,Bristol,Rehoboth,Total,12712.6088020805,1,*
March-18-2021,Bristol,Seekonk,AI/AN,25.0200725951551,0.00178546350263927,*
March-18-2021,Bristol,Seekonk,Asian,158.969710366141,0.0113442762727572,50
March-18-2021,Bristol,Seekonk,Black,168.616417562189,0.0120326772977217,41
March-18-2021,Bristol,Seekonk,Hispanic,295.45301882,0.0210838949344157,37
March-18-2021,Bristol,Seekonk,Multi,144.294262686295,0.0102970180716626,*
March-18-2021,Bristol,Seekonk,NH/PI,3.5403327361923,0.000252642547843542,*
March-18-2021,Bristol,Seekonk,White,13125.6652043602,0.936663795883045,2293
March-18-2021,Bristol,Seekonk,Other/Unknown,0,0,387
March-18-2021,Bristol,Seekonk,Total,14013.2086475979,1,*
March-18-2021,Bristol,Somerset,AI/AN,24.1103102973288,0.00130177399913419,*
March-18-2021,Bristol,Somerset,Asian,147.159450604923,0.00794549485933347,35
March-18-2021,Bristol,Somerset,Black,82.5370561784573,0.00445637540011659,*
March-18-2021,Bristol,Somerset,Hispanic,213.128959,0.0115073482616885,31
March-18-2021,Bristol,Somerset,Multi,140.52549293454,0.00758731143074367,*
March-18-2021,Bristol,Somerset,NH/PI,2.31212809277467,0.000124837391005094,*
March-18-2021,Bristol,Somerset,White,17846.405637858,0.963570628120006,4389
March-18-2021,Bristol,Somerset,Other/Unknown,0,0,589
March-18-2021,Bristol,Somerset,Total,18521.1183457071,1,*
March-18-2021,Bristol,Swansea,AI/AN,8.74126245819611,0.000548072185992844,*
March-18-2021,Bristol,Swansea,Asian,112.547957247342,0.00705669292651686,*
March-18-2021,Bristol,Swansea,Black,105.979580607591,0.00664485944587388,*
March-18-2021,Bristol,Swansea,Hispanic,179.41994805,0.0112495287275448,50
March-18-2021,Bristol,Swansea,Multi,125.834801140081,0.00788977048391374,*
March-18-2021,Bristol,Swansea,NH/PI,0.971402092212046,6.09063588586661e-05,*
March-18-2021,Bristol,Swansea,White,15344.9201608135,0.962117769217316,3578
March-18-2021,Bristol,Swansea,Other/Unknown,0,0,499
March-18-2021,Bristol,Swansea,Total,15949.1079489121,1,*
March-18-2021,Bristol,Taunton,AI/AN,129.859544713102,0.0022555538339552,*
March-18-2021,Bristol,Taunton,Asian,621.348439078503,0.010792313010814,56
March-18-2021,Bristol,Taunton,Black,5949.50354317332,0.1033379991943,616
March-18-2021,Bristol,Taunton,Hispanic,4157.40148776,0.0722106556412563,488
March-18-2021,Bristol,Taunton,Multi,1554.41640762485,0.0269989387035589,111
March-18-2021,Bristol,Taunton,NH/PI,37.1085885625429,0.000644545762037197,*
March-18-2021,Bristol,Taunton,White,45269.7460783735,0.7862983776421,8261
March-18-2021,Bristol,Taunton,Other/Unknown,0,0,1530
March-18-2021,Bristol,Taunton,Total,57573.2411074349,1,*
March-18-2021,Bristol,Westport,AI/AN,3.73632700504,0.000223034646957028,*
March-18-2021,Bristol,Westport,Asian,102.135146069316,0.00609681010648865,*
March-18-2021,Bristol,Westport,Black,84.3078846630227,0.00503263747154534,*
March-18-2021,Bristol,Westport,Hispanic,141.19780029,0.00842859886094255,56
March-18-2021,Bristol,Westport,Multi,67.545961868031,0.00403205868712443,*
March-18-2021,Bristol,Westport,NH/PI,13.5564637773814,0.000809233535634182,*
March-18-2021,Bristol,Westport,White,16295.2919404354,0.972723929167382,4230
March-18-2021,Bristol,Westport,Other/Unknown,0,0,555
March-18-2021,Bristol,Westport,Total,16752.2268670656,1,*
March-18-2021,Dukes,Chilmark (includes Aquinnah),AI/AN,85.749751351831,0.0841162912022961,*
March-18-2021,Dukes,Chilmark (includes Aquinnah),Asian,4.25712593117935,0.00417603128716573,*
March-18-2021,Dukes,Chilmark (includes Aquinnah),Black,29.3292554069648,0.0287705579277588,*
March-18-2021,Dukes,Chilmark (includes Aquinnah),Hispanic,28.19306144,0.0276560074937247,*
March-18-2021,Dukes,Chilmark (includes Aquinnah),Multi,22.6782577423259,0.0222462561365023,*
March-18-2021,Dukes,Chilmark (includes Aquinnah),NH/PI,0,0,*
March-18-2021,Dukes,Chilmark (includes Aquinnah),White,838.38047556453,0.822410037453708,524
March-18-2021,Dukes,Chilmark (includes Aquinnah),Other/Unknown,0,0,*
March-18-2021,Dukes,Chilmark (includes Aquinnah),Total,1019.41907003016,1,*
March-18-2021,Dukes,Edgartown,AI/AN,12.7225873330534,0.00311356953887222,*
March-18-2021,Dukes,Edgartown,Asian,25.6215245793826,0.00627029678645451,*
March-18-2021,Dukes,Edgartown,Black,132.176545713112,0.0323472620554555,*
March-18-2021,Dukes,Edgartown,Hispanic,120.58637641,0.0295108265767391,*
March-18-2021,Dukes,Edgartown,Multi,78.8220473829678,0.0192899383827025,*
March-18-2021,Dukes,Edgartown,NH/PI,0.881766109,0.000215792591987921,*
March-18-2021,Dukes,Edgartown,White,3688.485417436,0.902674553505847,1330
March-18-2021,Dukes,Edgartown,Other/Unknown,0,0,61
March-18-2021,Dukes,Edgartown,Total,4086.1741400713,1,*
March-18-2021,Dukes,Gosnold,AI/AN,0,0,*
March-18-2021,Dukes,Gosnold,Asian,0,0,*
March-18-2021,Dukes,Gosnold,Black,0,0,*
March-18-2021,Dukes,Gosnold,Hispanic,0,0,*
March-18-2021,Dukes,Gosnold,Multi,2.54313761511879,0.0569304520244481,*
March-18-2021,Dukes,Gosnold,NH/PI,0,0,*
March-18-2021,Dukes,Gosnold,White,42.127816587505,0.943069547975552,*
March-18-2021,Dukes,Gosnold,Other/Unknown,0,0,*
March-18-2021,Dukes,Gosnold,Total,44.6709542026238,1,*
March-18-2021,Dukes,Oak Bluffs,AI/AN,53.3276207486625,0.0102385405940347,*
March-18-2021,Dukes,Oak Bluffs,Asian,75.3748517808657,0.0144714590468035,*
March-18-2021,Dukes,Oak Bluffs,Black,274.024286018037,0.0526107997461598,103
March-18-2021,Dukes,Oak Bluffs,Hispanic,178.68895538,0.0343070644757701,*
March-18-2021,Dukes,Oak Bluffs,Multi,185.889520755217,0.0356895240691133,*
March-18-2021,Dukes,Oak Bluffs,NH/PI,1.8466025897,0.000354535141644533,*
March-18-2021,Dukes,Oak Bluffs,White,4371.26013990543,0.839252225416974,894
March-18-2021,Dukes,Oak Bluffs,Other/Unknown,0,0,77
March-18-2021,Dukes,Oak Bluffs,Total,5208.51778228364,1,*
March-18-2021,Dukes,Tisbury,AI/AN,17.4450145938901,0.00417935387225176,*
March-18-2021,Dukes,Tisbury,Asian,31.1945152512343,0.00747336251320329,*
March-18-2021,Dukes,Tisbury,Black,216.625267854837,0.0518975577328422,77
March-18-2021,Dukes,Tisbury,Hispanic,249.91466146,0.0598727964647937,*
March-18-2021,Dukes,Tisbury,Multi,96.2091911388976,0.0230491211898091,*
March-18-2021,Dukes,Tisbury,NH/PI,0.821228007858711,0.000196744028855555,*
March-18-2021,Dukes,Tisbury,White,3507.91005021831,0.840400411990799,2057
March-18-2021,Dukes,Tisbury,Other/Unknown,0,0,102
March-18-2021,Dukes,Tisbury,Total,4174.09368221099,1,*
March-18-2021,Dukes,West Tisbury,AI/AN,23.712884582763,0.00825861574305448,*
March-18-2021,Dukes,West Tisbury,Asian,27.528480732838,0.00958749424048762,*
March-18-2021,Dukes,West Tisbury,Black,55.5440562088489,0.0193446316258354,*
March-18-2021,Dukes,West Tisbury,Hispanic,27.09261991,0.0094356946127069,*
March-18-2021,Dukes,West Tisbury,Multi,39.5176573889726,0.0137630302337167,*
March-18-2021,Dukes,West Tisbury,NH/PI,0.784407436141289,0.000273189859229291,*
March-18-2021,Dukes,West Tisbury,White,2687.03873449731,0.935829646429755,690
March-18-2021,Dukes,West Tisbury,Other/Unknown,0,0,*
March-18-2021,Dukes,West Tisbury,Total,2871.29045841679,1,*
March-18-2021,Essex,Amesbury,AI/AN,23.61194993625,0.00142257576226473,*
March-18-2021,Essex,Amesbury,Asian,91.5928562229632,0.00551829804870742,*
March-18-2021,Essex,Amesbury,Black,113.718351455186,0.00685131769894571,33
March-18-2021,Essex,Amesbury,Hispanic,355.7729284,0.0214346526304792,41
March-18-2021,Essex,Amesbury,Multi,190.915826001008,0.0115023209618459,*
March-18-2021,Essex,Amesbury,NH/PI,9.76733072164608,0.000588463383335639,*
March-18-2021,Essex,Amesbury,White,15766.6511449952,0.949911203077699,3442
March-18-2021,Essex,Amesbury,Other/Unknown,0,0,523
March-18-2021,Essex,Amesbury,Total,16598.0263143665,1,*
March-18-2021,Essex,Andover,AI/AN,18.9655361925146,0.000525884816298813,*
March-18-2021,Essex,Andover,Asian,5813.61532458591,0.161202509434376,819
March-18-2021,Essex,Andover,Black,401.812519584267,0.0111416361184418,136
March-18-2021,Essex,Andover,Hispanic,1813.37038792,0.0502819400228398,167
March-18-2021,Essex,Andover,Multi,561.777043958639,0.0155772035424804,148
March-18-2021,Essex,Andover,NH/PI,8.20913248890503,0.000227626473993618,*
March-18-2021,Essex,Andover,White,27388.461457902,0.759439431413526,6935
March-18-2021,Essex,Andover,Other/Unknown,0,0,1276
March-18-2021,Essex,Andover,Total,36064.0497780377,1,*
March-18-2021,Essex,Beverly,AI/AN,40.0244631674167,0.000974520822716202,*
March-18-2021,Essex,Beverly,Asian,921.30558218965,0.0224320678624217,130
March-18-2021,Essex,Beverly,Black,802.303054678342,0.019534578880982,162
March-18-2021,Essex,Beverly,Hispanic,2207.08394808,0.0537383663558446,230
March-18-2021,Essex,Beverly,Multi,634.233566350228,0.0154424011707175,101
March-18-2021,Essex,Beverly,NH/PI,22.7030678658541,0.000552777242314776,*
March-18-2021,Essex,Beverly,White,36569.3647226547,0.890395637454604,10014
March-18-2021,Essex,Beverly,Other/Unknown,0,0,855
March-18-2021,Essex,Beverly,Total,41070.9163256869,1,*
March-18-2021,Essex,Boxford,AI/AN,2.20984070381604,0.00028922783042635,*
March-18-2021,Essex,Boxford,Asian,103.780561184529,0.013582982022187,31
March-18-2021,Essex,Boxford,Black,32.4364955090265,0.00424534547060762,*
March-18-2021,Essex,Boxford,Hispanic,152.32783694,0.0199369346919961,*
March-18-2021,Essex,Boxford,Multi,77.0114385162436,0.0100793922573704,35
March-18-2021,Essex,Boxford,NH/PI,0,0,*
March-18-2021,Essex,Boxford,White,7227.81729222566,0.945989414774807,2009
March-18-2021,Essex,Boxford,Other/Unknown,0,0,147
March-18-2021,Essex,Boxford,Total,7640.48432185284,1,*
March-18-2021,Essex,Danvers,AI/AN,27.4116820484192,0.00095621462057727,*
March-18-2021,Essex,Danvers,Asian,586.85592718185,0.0204715718193615,105
March-18-2021,Essex,Danvers,Black,337.029915141988,0.0117567733297589,139
March-18-2021,Essex,Danvers,Hispanic,834.54851019,0.0291119488988337,136
March-18-2021,Essex,Danvers,Multi,281.219801641341,0.00980992284422027,94
March-18-2021,Essex,Danvers,NH/PI,7.34545292498856,0.000256234895371596,*
March-18-2021,Essex,Danvers,White,26440.8807168868,0.922349700312711,7941
March-18-2021,Essex,Danvers,Other/Unknown,0,0,812
March-18-2021,Essex,Danvers,Total,28666.8719119466,1,*
March-18-2021,Essex,Essex,AI/AN,0,0,*
March-18-2021,Essex,Essex,Asian,36.7036788041513,0.00984562964936519,*
March-18-2021,Essex,Essex,Black,16.5385843878507,0.00443641569763122,*
March-18-2021,Essex,Essex,Hispanic,45.08047225,0.0120926743218389,*
March-18-2021,Essex,Essex,Multi,50.4799228410359,0.0135410574965351,*
March-18-2021,Essex,Essex,NH/PI,1.79364786408297,0.000481139579641768,*
March-18-2021,Essex,Essex,White,3563.71346512594,0.955953302155572,887
March-18-2021,Essex,Essex,Other/Unknown,0,0,49
March-18-2021,Essex,Essex,Total,3727.91584807558,1,*
March-18-2021,Essex,Georgetown,AI/AN,6.61147890419247,0.000735771632709896,*
March-18-2021,Essex,Georgetown,Asian,80.7585289740358,0.00898737416840225,*
March-18-2021,Essex,Georgetown,Black,43.6649231785049,0.0048593381730112,*
March-18-2021,Essex,Georgetown,Hispanic,156.72068202,0.0174409740634797,*
March-18-2021,Essex,Georgetown,Multi,92.2195821169653,0.0102628403546742,*
March-18-2021,Essex,Georgetown,NH/PI,0,0,*
March-18-2021,Essex,Georgetown,White,8568.7667125052,0.953592315082826,2049
March-18-2021,Essex,Georgetown,Other/Unknown,0,0,161
March-18-2021,Essex,Georgetown,Total,8985.77576284363,1,*
March-18-2021,Essex,Gloucester,AI/AN,33.3216713519823,0.00117303412527502,*
March-18-2021,Essex,Gloucester,Asian,243.789312880651,0.00858219806460397,37
March-18-2021,Essex,Gloucester,Black,238.471635912113,0.0083949980743816,44
March-18-2021,Essex,Gloucester,Hispanic,1062.31854674,0.0373971609669709,95
March-18-2021,Essex,Gloucester,Multi,324.174873884056,0.011412038298016,64
March-18-2021,Essex,Gloucester,NH/PI,21.8735584300653,0.00077002231396587,*
March-18-2021,Essex,Gloucester,White,26405.99812623,0.929579329524636,8009
March-18-2021,Essex,Gloucester,Other/Unknown,0,0,752
March-18-2021,Essex,Gloucester,Total,28406.3955463956,1,*
March-18-2021,Essex,Groveland,AI/AN,3.13983680947053,0.000458630934762748,*
March-18-2021,Essex,Groveland,Asian,64.6635598664374,0.0094453026403089,*
March-18-2021,Essex,Groveland,Black,25.9971157163206,0.0037973570620449,*
March-18-2021,Essex,Groveland,Hispanic,84.75463783,0.0123799742254776,*
March-18-2021,Essex,Groveland,Multi,44.9094024611005,0.00655984450155045,*
March-18-2021,Essex,Groveland,NH/PI,2.19849300668736,0.000321130352916786,*
March-18-2021,Essex,Groveland,White,6594.37994707835,0.963230518919632,1662
March-18-2021,Essex,Groveland,Other/Unknown,0,0,186
March-18-2021,Essex,Groveland,Total,6846.10777747643,1,*
March-18-2021,Essex,Hamilton,AI/AN,21.1616776328175,0.0028693267617983,*
March-18-2021,Essex,Hamilton,Asian,466.645710101567,0.063272820213287,39
March-18-2021,Essex,Hamilton,Black,41.5098125936835,0.00562834470021319,*
March-18-2021,Essex,Hamilton,Hispanic,140.05264592,0.0189898368159488,*
March-18-2021,Essex,Hamilton,Multi,91.5282959440211,0.0124103860559097,*
March-18-2021,Essex,Hamilton,NH/PI,0,0,*
March-18-2021,Essex,Hamilton,White,6572.46686876375,0.891165407809195,2062
March-18-2021,Essex,Hamilton,Other/Unknown,0,0,101
March-18-2021,Essex,Hamilton,Total,7375.13688387124,1,*
March-18-2021,Essex,Haverhill,AI/AN,68.8538383158371,0.00104420991109991,*
March-18-2021,Essex,Haverhill,Asian,1226.08660404145,0.0185943415083722,190
March-18-2021,Essex,Haverhill,Black,2636.99530565497,0.0399916213974598,458
March-18-2021,Essex,Haverhill,Hispanic,14696.97740336,0.22288851054902,855
March-18-2021,Essex,Haverhill,Multi,1167.60127200764,0.0177073762373362,103
March-18-2021,Essex,Haverhill,NH/PI,6.88270004531156,0.000104380289875417,*
March-18-2021,Essex,Haverhill,White,46558.9670640837,0.706094766073602,10630
March-18-2021,Essex,Haverhill,Other/Unknown,0,0,2319
March-18-2021,Essex,Haverhill,Total,65938.694494204,1,*
March-18-2021,Essex,Ipswich,AI/AN,13.0774335638892,0.000975345274372844,*
March-18-2021,Essex,Ipswich,Asian,166.939701189393,0.0124507494429102,33
March-18-2021,Essex,Ipswich,Black,52.781142963173,0.00393653985039388,*
March-18-2021,Essex,Ipswich,Hispanic,263.82597079,0.019676751757883,50
March-18-2021,Essex,Ipswich,Multi,208.228636037474,0.0155301738032958,31
March-18-2021,Essex,Ipswich,NH/PI,9.13104655795206,0.000681014594099636,*
March-18-2021,Essex,Ipswich,White,12604.1938671308,0.940049962060687,4389
March-18-2021,Essex,Ipswich,Other/Unknown,0,0,187
March-18-2021,Essex,Ipswich,Total,13408.0042293721,1,*
March-18-2021,Essex,Lawrence,AI/AN,117.011081463157,0.00133374739437366,*
March-18-2021,Essex,Lawrence,Asian,1805.5829261018,0.0205808842453277,202
March-18-2021,Essex,Lawrence,Black,2570.70301716858,0.0293020832555648,1552
March-18-2021,Essex,Lawrence,Hispanic,72141.75643417,0.822305703583379,2318
March-18-2021,Essex,Lawrence,Multi,421.082229536128,0.00479969349430974,188
March-18-2021,Essex,Lawrence,NH/PI,0.914688452523591,1.04260496096786e-05,*
March-18-2021,Essex,Lawrence,White,10655.4044815893,0.121455316758113,5902
March-18-2021,Essex,Lawrence,Other/Unknown,0,0,3403
March-18-2021,Essex,Lawrence,Total,87731.0665848435,1,*
March-18-2021,Essex,Lynn,AI/AN,170.648805510437,0.00169253636937796,*
March-18-2021,Essex,Lynn,Asian,6987.12170493667,0.0692999729327267,1082
March-18-2021,Essex,Lynn,Black,12585.8925414459,0.124829944187198,2055
March-18-2021,Essex,Lynn,Hispanic,45630.02283827,0.452569667618302,4565
March-18-2021,Essex,Lynn,Multi,2244.19155681726,0.0222584378390614,550
March-18-2021,Essex,Lynn,NH/PI,37.3736035179127,0.000370680492134534,*
