Date,County,Town,Race/Ethnicity,Population,Group share of town population,Individuals with at least one dose
March-18-2021,Plymouth,Hanson,Total,10764.140179352,1,*
March-18-2021,Plymouth,Hingham,AI/AN,41.3941942919994,0.00172439615395718,*
March-18-2021,Plymouth,Hingham,Asian,429.247024817998,0.0178815394611215,76
March-18-2021,Plymouth,Hingham,Black,126.434762494848,0.00526700958677059,51
March-18-2021,Plymouth,Hingham,Hispanic,284.59960983,0.011855828601148,68
March-18-2021,Plymouth,Hingham,Multi,185.092345956652,0.00771056267560331,152
March-18-2021,Plymouth,Hingham,NH/PI,37.0577856431855,0.0015437503768404,*
March-18-2021,Plymouth,Hingham,White,22777.3926728005,0.94885886762485,6269
March-18-2021,Plymouth,Hingham,Other/Unknown,0,0,521
March-18-2021,Plymouth,Hingham,Total,24005.0374718171,1,*
March-18-2021,Plymouth,Hull,AI/AN,39.1362051118549,0.0039954073996295,*
March-18-2021,Plymouth,Hull,Asian,107.701333826652,0.0109952077594418,*
March-18-2021,Plymouth,Hull,Black,112.041231310328,0.0114382670307828,*
March-18-2021,Plymouth,Hull,Hispanic,208.46034819,0.0212816755050013,32
March-18-2021,Plymouth,Hull,Multi,116.66527392414,0.0119103346219717,44
March-18-2021,Plymouth,Hull,NH/PI,15.6273849607825,0.00159539662393725,*
March-18-2021,Plymouth,Hull,White,9124.22091535957,0.931489899362755,2847
March-18-2021,Plymouth,Hull,Other/Unknown,0,0,148
March-18-2021,Plymouth,Hull,Total,9795.29774998267,1,*
March-18-2021,Plymouth,Kingston,AI/AN,11.6052387928928,0.000848930381272599,*
March-18-2021,Plymouth,Kingston,Asian,153.258169405233,0.011210929693752,*
March-18-2021,Plymouth,Kingston,Black,145.993852560753,0.0106795404325293,*
March-18-2021,Plymouth,Kingston,Hispanic,187.77042679,0.0137355226248489,*
March-18-2021,Plymouth,Kingston,Multi,102.320904755595,0.00748483734255609,62
March-18-2021,Plymouth,Kingston,NH/PI,4.44105739644292,0.000324866089883878,*
March-18-2021,Plymouth,Kingston,White,12983.8429803788,0.949776128559008,3305
March-18-2021,Plymouth,Kingston,Other/Unknown,0,0,310
March-18-2021,Plymouth,Kingston,Total,13670.4246295154,1,*
March-18-2021,Plymouth,Lakeville,AI/AN,14.2874991915385,0.00125682105362346,*
March-18-2021,Plymouth,Lakeville,Asian,114.9236771234,0.0101094316809519,*
March-18-2021,Plymouth,Lakeville,Black,94.7992035527262,0.00833915252029299,*
March-18-2021,Plymouth,Lakeville,Hispanic,102.09718332,0.00898113013285236,*
March-18-2021,Plymouth,Lakeville,Multi,79.2851102895766,0.00697443230021753,*
March-18-2021,Plymouth,Lakeville,NH/PI,2.17384392099502,0.000191225404150222,*
March-18-2021,Plymouth,Lakeville,White,10922.2253183499,0.960789746931436,2252
March-18-2021,Plymouth,Lakeville,Other/Unknown,0,0,261
March-18-2021,Plymouth,Lakeville,Total,11367.9661478833,1,*
March-18-2021,Plymouth,Marion,AI/AN,5.11853493863009,0.00111332396572976,*
March-18-2021,Plymouth,Marion,Asian,36.0060825591232,0.00783162274083152,*
March-18-2021,Plymouth,Marion,Black,76.4365328361111,0.0166255822972867,38
March-18-2021,Plymouth,Marion,Hispanic,45.90288279,0.00998425919114045,*
March-18-2021,Plymouth,Marion,Multi,64.9622764230914,0.0141298359935676,*
March-18-2021,Plymouth,Marion,NH/PI,6.13909816294891,0.00133530496415988,*
March-18-2021,Plymouth,Marion,White,4337.78008440653,0.943503284423717,1442
March-18-2021,Plymouth,Marion,Other/Unknown,0,0,174
March-18-2021,Plymouth,Marion,Total,4597.52515546992,1,*
March-18-2021,Plymouth,Marshfield,AI/AN,36.0749222236554,0.00139191936827615,*
March-18-2021,Plymouth,Marshfield,Asian,248.191572915615,0.00957625508496973,31
March-18-2021,Plymouth,Marshfield,Black,93.9647749253503,0.00362554877716523,48
March-18-2021,Plymouth,Marshfield,Hispanic,456.63492045,0.0176188596073761,69
March-18-2021,Plymouth,Marshfield,Multi,198.78042916641,0.00766976925620482,131
March-18-2021,Plymouth,Marshfield,NH/PI,12.444605032397,0.000480164216786081,*
March-18-2021,Plymouth,Marshfield,White,24835.5527241001,0.958258111942665,7475
March-18-2021,Plymouth,Marshfield,Other/Unknown,0,0,480
March-18-2021,Plymouth,Marshfield,Total,25917.3936693855,1,*
March-18-2021,Plymouth,Mattapoisett,AI/AN,10.1077747038971,0.00176332681524045,*
March-18-2021,Plymouth,Mattapoisett,Asian,33.2628662382065,0.00580279099087674,*
March-18-2021,Plymouth,Mattapoisett,Black,37.1354606394523,0.00647837486094796,*
March-18-2021,Plymouth,Mattapoisett,Hispanic,64.19244928,0.0111985348375192,*
March-18-2021,Plymouth,Mattapoisett,Multi,54.2945637335517,0.00947182371568303,*
March-18-2021,Plymouth,Mattapoisett,NH/PI,5.93285010907421,0.00103500067963518,*
March-18-2021,Plymouth,Mattapoisett,White,5495.80982355823,0.958757898472525,2100
March-18-2021,Plymouth,Mattapoisett,Other/Unknown,0,0,266
March-18-2021,Plymouth,Mattapoisett,Total,5732.21856353314,1,*
March-18-2021,Plymouth,Middleborough,AI/AN,49.0715139413434,0.0017908120256749,*
March-18-2021,Plymouth,Middleborough,Asian,226.701840832474,0.00827323940505916,*
March-18-2021,Plymouth,Middleborough,Black,406.417898456994,0.0148317832801386,61
March-18-2021,Plymouth,Middleborough,Hispanic,597.18629931,0.0217936705122035,48
March-18-2021,Plymouth,Middleborough,Multi,296.627767462034,0.0108251107507112,48
March-18-2021,Plymouth,Middleborough,NH/PI,8.64801249179221,0.000315599897468015,*
March-18-2021,Plymouth,Middleborough,White,25679.4641354056,0.937144373445283,4428
March-18-2021,Plymouth,Middleborough,Other/Unknown,0,0,756
March-18-2021,Plymouth,Middleborough,Total,27401.8228813545,1,*
March-18-2021,Plymouth,Norwell,AI/AN,9.42731127662543,0.000879503798863703,*
March-18-2021,Plymouth,Norwell,Asian,179.895937746368,0.0167830631667351,40
March-18-2021,Plymouth,Norwell,Black,90.131724159444,0.0084086746974098,30
March-18-2021,Plymouth,Norwell,Hispanic,157.70180467,0.0147125020300141,*
March-18-2021,Plymouth,Norwell,Multi,56.9827130651911,0.00531609821080772,74
March-18-2021,Plymouth,Norwell,NH/PI,0,0,*
March-18-2021,Plymouth,Norwell,White,10151.9710676167,0.947109611418217,2784
March-18-2021,Plymouth,Norwell,Other/Unknown,0,0,215
March-18-2021,Plymouth,Norwell,Total,10718.8977339328,1,*
March-18-2021,Plymouth,Pembroke,AI/AN,21.4386165321732,0.00114220141755214,*
March-18-2021,Plymouth,Pembroke,Asian,227.451339501857,0.01211809736012,*
March-18-2021,Plymouth,Pembroke,Black,122.660014658909,0.00653505054349557,*
March-18-2021,Plymouth,Pembroke,Hispanic,271.39743884,0.0144594469935996,*
March-18-2021,Plymouth,Pembroke,Multi,111.306823393177,0.00593017796983864,86
March-18-2021,Plymouth,Pembroke,NH/PI,6.25030002633787,0.000333001970509409,*
March-18-2021,Plymouth,Pembroke,White,17943.0335897519,0.955964596439503,4166
March-18-2021,Plymouth,Pembroke,Other/Unknown,0,0,339
March-18-2021,Plymouth,Pembroke,Total,18769.5586809186,1,*
March-18-2021,Plymouth,Plymouth,AI/AN,220.754196193656,0.0035191960243465,*
March-18-2021,Plymouth,Plymouth,Asian,739.377073871259,0.0117869236631773,89
March-18-2021,Plymouth,Plymouth,Black,1521.34877485303,0.0242528778724119,156
March-18-2021,Plymouth,Plymouth,Hispanic,1561.75979867,0.0248970980811716,158
March-18-2021,Plymouth,Plymouth,Multi,851.408845656248,0.0135728999783018,189
March-18-2021,Plymouth,Plymouth,NH/PI,96.4625411265654,0.00153777639149912,*
March-18-2021,Plymouth,Plymouth,White,57694.3312882369,0.919745421821015,14935
March-18-2021,Plymouth,Plymouth,Other/Unknown,0,0,1835
March-18-2021,Plymouth,Plymouth,Total,62728.587628093,1,*
March-18-2021,Plymouth,Plympton,AI/AN,0.321705954645376,0.000106982873987671,*
March-18-2021,Plymouth,Plympton,Asian,29.1517246638097,0.00969436605445955,*
March-18-2021,Plymouth,Plympton,Black,16.4385556317233,0.00546661912934304,*
March-18-2021,Plymouth,Plympton,Hispanic,56.16063338,0.0186761416044765,*
March-18-2021,Plymouth,Plympton,Multi,15.1487584241806,0.0050376988369714,*
March-18-2021,Plymouth,Plympton,NH/PI,0,0,*
March-18-2021,Plymouth,Plympton,White,2878.26830400602,0.957164176863364,654
March-18-2021,Plymouth,Plympton,Other/Unknown,0,0,52
March-18-2021,Plymouth,Plympton,Total,3007.07900857524,1,*
March-18-2021,Plymouth,Rochester,AI/AN,1.43587599766448,0.000252989541068773,*
March-18-2021,Plymouth,Rochester,Asian,41.4409608704185,0.00730155646386532,*
March-18-2021,Plymouth,Rochester,Black,46.2843896553214,0.00815492877977904,*
March-18-2021,Plymouth,Rochester,Hispanic,54.33550764,0.00957346955025464,*
March-18-2021,Plymouth,Rochester,Multi,60.7668510632312,0.0107066193652424,*
March-18-2021,Plymouth,Rochester,NH/PI,0,0,*
March-18-2021,Plymouth,Rochester,White,5438.24838740919,0.95817463763339,1242
March-18-2021,Plymouth,Rochester,Other/Unknown,0,0,137
March-18-2021,Plymouth,Rochester,Total,5675.63382896588,1,*
March-18-2021,Plymouth,Rockland,AI/AN,24.9015172822629,0.0013764371062681,*
March-18-2021,Plymouth,Rockland,Asian,235.744182402031,0.0130308140089166,63
March-18-2021,Plymouth,Rockland,Black,565.572236433783,0.0312621357035538,73
March-18-2021,Plymouth,Rockland,Hispanic,558.48471504,0.0308703713252112,67
March-18-2021,Plymouth,Rockland,Multi,259.420956609222,0.0143395531594712,83
March-18-2021,Plymouth,Rockland,NH/PI,12.353033270202,0.000682816760735361,*
March-18-2021,Plymouth,Rockland,White,16384.6299207283,0.905664194664347,3507
March-18-2021,Plymouth,Rockland,Other/Unknown,0,0,355
March-18-2021,Plymouth,Rockland,Total,18091.2859504186,1,*
March-18-2021,Plymouth,Scituate,AI/AN,14.399991865354,0.000795612989704975,*
March-18-2021,Plymouth,Scituate,Asian,171.070498832401,0.00945180471621204,*
March-18-2021,Plymouth,Scituate,Black,108.759710359273,0.00600907550000627,46
March-18-2021,Plymouth,Scituate,Hispanic,215.28242391,0.0118945548386085,42
March-18-2021,Plymouth,Scituate,Multi,151.683644638504,0.00838066292874398,81
March-18-2021,Plymouth,Scituate,NH/PI,34.2292098102131,0.00189119578726047,*
March-18-2021,Plymouth,Scituate,White,17323.0644741614,0.957115479370499,5297
March-18-2021,Plymouth,Scituate,Other/Unknown,0,0,274
March-18-2021,Plymouth,Scituate,Total,18099.2417817282,1,*
March-18-2021,Plymouth,Wareham,AI/AN,162.529088886538,0.00672019958465474,*
March-18-2021,Plymouth,Wareham,Asian,186.765912167182,0.00772233582291077,30
March-18-2021,Plymouth,Wareham,Black,997.373642559063,0.0412390790128041,221
March-18-2021,Plymouth,Wareham,Hispanic,703.33978319,0.0290814632091135,51
March-18-2021,Plymouth,Wareham,Multi,772.601092951119,0.0319452571814913,60
March-18-2021,Plymouth,Wareham,NH/PI,5.3711413241686,0.000222084193931573,*
March-18-2021,Plymouth,Wareham,White,21368.9894386227,0.8835579829662,4152
March-18-2021,Plymouth,Wareham,Other/Unknown,0,0,507
March-18-2021,Plymouth,Wareham,Total,24185.1580208519,1,*
March-18-2021,Plymouth,West Bridgewater,AI/AN,6.92120353690487,0.000949955061553735,*
March-18-2021,Plymouth,West Bridgewater,Asian,89.2825107784812,0.0122542810032968,*
March-18-2021,Plymouth,West Bridgewater,Black,116.260956672175,0.0159571501781324,56
March-18-2021,Plymouth,West Bridgewater,Hispanic,159.87045463,0.0219426790093477,*
March-18-2021,Plymouth,West Bridgewater,Multi,59.4304561030081,0.00815700077081487,*
March-18-2021,Plymouth,West Bridgewater,NH/PI,0,0,*
March-18-2021,Plymouth,West Bridgewater,White,6816.33521856535,0.935561583703811,1490
March-18-2021,Plymouth,West Bridgewater,Other/Unknown,0,0,219
March-18-2021,Plymouth,West Bridgewater,Total,7285.82205308179,1,*
March-18-2021,Plymouth,Whitman,AI/AN,37.3331813623847,0.00240252839446888,*
March-18-2021,Plymouth,Whitman,Asian,151.055994946977,0.00972101234802665,*
March-18-2021,Plymouth,Whitman,Black,222.448278618114,0.0143153700321725,85
March-18-2021,Plymouth,Whitman,Hispanic,417.96755866,0.0268977593390756,31
March-18-2021,Plymouth,Whitman,Multi,179.559619611049,0.0115553260898958,41
March-18-2021,Plymouth,Whitman,NH/PI,14.2983675879954,0.000920152873961186,*
March-18-2021,Plymouth,Whitman,White,14417.3864238038,0.927812176545948,2734
March-18-2021,Plymouth,Whitman,Other/Unknown,0,0,375
March-18-2021,Plymouth,Whitman,Total,15539.121805317,1,*
March-18-2021,Suffolk,Boston,AI/AN,1452.06332546272,0.00209545567660229,213
March-18-2021,Suffolk,Boston,Asian,69263.2674729446,0.0999530147625993,13950
March-18-2021,Suffolk,Boston,Black,154463.633430633,0.222904670770947,29419
March-18-2021,Suffolk,Boston,Hispanic,136846.64513998,0.197481800107561,16502
March-18-2021,Suffolk,Boston,Multi,15540.364729437,0.022426119383183,4185
March-18-2021,Suffolk,Boston,NH/PI,400.171420471203,0.00057748271713506,238
March-18-2021,Suffolk,Boston,White,307173.377546813,0.443278324295156,72472
March-18-2021,Suffolk,Boston,Other/Unknown,0,0,16078
March-18-2021,Suffolk,Boston,Total,692958.262814317,1,153057
March-18-2021,Suffolk,Chelsea,AI/AN,53.4840521091672,0.00144871239666192,*
March-18-2021,Suffolk,Chelsea,Asian,809.626372404138,0.0219301963129539,246
March-18-2021,Suffolk,Chelsea,Black,3335.78484850667,0.0903557728342036,460
March-18-2021,Suffolk,Chelsea,Hispanic,25092.48390466,0.679675362321508,2201
March-18-2021,Suffolk,Chelsea,Multi,419.538254960011,0.0113639533069392,91
March-18-2021,Suffolk,Chelsea,NH/PI,15.633807039665,0.000423469972304156,*
March-18-2021,Suffolk,Chelsea,White,7307.31758526743,0.19793192839082,2736
March-18-2021,Suffolk,Chelsea,Other/Unknown,0,0,1340
March-18-2021,Suffolk,Chelsea,Total,36918.3367467577,1,*
March-18-2021,Suffolk,Revere,AI/AN,55.4360992938288,0.000911043581270206,*
March-18-2021,Suffolk,Revere,Asian,3427.89912823033,0.0563345101440719,517
March-18-2021,Suffolk,Revere,Black,3712.55310747846,0.0610125481730914,535
March-18-2021,Suffolk,Revere,Hispanic,24756.30946032,0.406848193092008,2172
March-18-2021,Suffolk,Revere,Multi,581.891482160665,0.00956287521256559,177
March-18-2021,Suffolk,Revere,NH/PI,11.4691306390387,0.000188485084350241,*
March-18-2021,Suffolk,Revere,White,28856.5968387746,0.474232813314019,7820
March-18-2021,Suffolk,Revere,Other/Unknown,0,0,1363
March-18-2021,Suffolk,Revere,Total,60849.0092389851,1,*
March-18-2021,Suffolk,Winthrop,AI/AN,13.6713537729875,0.000724573505216574,*
March-18-2021,Suffolk,Winthrop,Asian,182.001449966135,0.00964596708901082,59
March-18-2021,Suffolk,Winthrop,Black,335.512730560116,0.0177819723827982,92
March-18-2021,Suffolk,Winthrop,Hispanic,1505.5782691,0.0797947402966884,274
March-18-2021,Suffolk,Winthrop,Multi,193.998987332041,0.0102818293340767,72
March-18-2021,Suffolk,Winthrop,NH/PI,22.3136391587287,0.00118260941877776,*
March-18-2021,Suffolk,Winthrop,White,16677.3526970135,0.883889635369119,4959
March-18-2021,Suffolk,Winthrop,Other/Unknown,0,0,424
March-18-2021,Suffolk,Winthrop,Total,18868.1392219843,1,*
March-18-2021,Worcester,Ashburnham,AI/AN,10.5901309523311,0.00168457822159662,*
March-18-2021,Worcester,Ashburnham,Asian,69.2877088249728,0.011021635694239,*
March-18-2021,Worcester,Ashburnham,Black,44.2610142888977,0.00704062500005646,*
March-18-2021,Worcester,Ashburnham,Hispanic,139.28852399,0.0221567056241399,*
March-18-2021,Worcester,Ashburnham,Multi,66.1700733827006,0.0105257116313006,*
March-18-2021,Worcester,Ashburnham,NH/PI,2.53853343160491,0.000403805973025788,*
March-18-2021,Worcester,Ashburnham,White,5933.5911819963,0.943859762078627,1216
March-18-2021,Worcester,Ashburnham,Other/Unknown,0,0,114
March-18-2021,Worcester,Ashburnham,Total,6286.51778621113,1,*
March-18-2021,Worcester,Athol (includes Phillipston),AI/AN,17.5031767153388,0.00127810681098398,*
March-18-2021,Worcester,Athol (includes Phillipston),Asian,85.5909601845722,0.00624997341623667,*
March-18-2021,Worcester,Athol (includes Phillipston),Black,109.119164379049,0.00796803628678004,*
March-18-2021,Worcester,Athol (includes Phillipston),Hispanic,510.4184027,0.0372714763469612,48
March-18-2021,Worcester,Athol (includes Phillipston),Multi,147.54745720006,0.0107741247807606,*
March-18-2021,Worcester,Athol (includes Phillipston),NH/PI,0,0,*
March-18-2021,Worcester,Athol (includes Phillipston),White,12751.7026345887,0.931147428490932,2312
March-18-2021,Worcester,Athol (includes Phillipston),Other/Unknown,0,0,430
March-18-2021,Worcester,Athol (includes Phillipston),Total,13694.6118782229,1,*
March-18-2021,Worcester,Auburn,AI/AN,30.1383665147737,0.00182832660616055,*
March-18-2021,Worcester,Auburn,Asian,317.653924917137,0.0192702919779224,77
March-18-2021,Worcester,Auburn,Black,149.096606290422,0.00904485954921934,53
March-18-2021,Worcester,Auburn,Hispanic,531.22528924,0.0322264755028021,367
March-18-2021,Worcester,Auburn,Multi,205.336659707683,0.0124566299231799,*
March-18-2021,Worcester,Auburn,NH/PI,7.35016902242495,0.000445893760595457,*
March-18-2021,Worcester,Auburn,White,15108.7572665135,0.916564037498421,3586
March-18-2021,Worcester,Auburn,Other/Unknown,0,0,418
March-18-2021,Worcester,Auburn,Total,16484.1262021908,1,*
March-18-2021,Worcester,Barre,AI/AN,12.2919683671947,0.00221073445686424,*
March-18-2021,Worcester,Barre,Asian,28.0730138557162,0.0050489862310818,*
March-18-2021,Worcester,Barre,Black,43.5331300522457,0.00782951824693118,*
March-18-2021,Worcester,Barre,Hispanic,132.18910912,0.0237744687932732,*
March-18-2021,Worcester,Barre,Multi,60.0133663573884,0.010793520851614,*
March-18-2021,Worcester,Barre,NH/PI,0,0,*
March-18-2021,Worcester,Barre,White,5259.61895006161,0.945952714449672,1179
March-18-2021,Worcester,Barre,Other/Unknown,0,0,101
March-18-2021,Worcester,Barre,Total,5560.12882009806,1,*
March-18-2021,Worcester,Berlin,AI/AN,10.518357163475,0.00325927210541441,*
March-18-2021,Worcester,Berlin,Asian,31.5048306131452,0.00976224842029477,*
March-18-2021,Worcester,Berlin,Black,18.045535134559,0.0055916820827857,*
March-18-2021,Worcester,Berlin,Hispanic,53.24812475,0.0164997370754774,*
March-18-2021,Worcester,Berlin,Multi,30.8382338112943,0.00955569331591254,*
March-18-2021,Worcester,Berlin,NH/PI,0,0,*
March-18-2021,Worcester,Berlin,White,3071.21642483964,0.951662875446927,788
March-18-2021,Worcester,Berlin,Other/Unknown,0,0,43
March-18-2021,Worcester,Berlin,Total,3227.21050077457,1,*
March-18-2021,Worcester,Blackstone,AI/AN,21.399477933194,0.00237087920398335,*
March-18-2021,Worcester,Blackstone,Asian,60.9673776947203,0.00675466421886847,*
March-18-2021,Worcester,Blackstone,Black,72.0326038998085,0.0079805966822171,*
March-18-2021,Worcester,Blackstone,Hispanic,222.37324083,0.0246370539436584,40
March-18-2021,Worcester,Blackstone,Multi,72.2227101553587,0.00800165883005259,*
March-18-2021,Worcester,Blackstone,NH/PI,8.08477579921618,0.000895724039206436,*
March-18-2021,Worcester,Blackstone,White,8518.11236159169,0.943734025584099,1521
March-18-2021,Worcester,Blackstone,Other/Unknown,0,0,106
March-18-2021,Worcester,Blackstone,Total,9025.96720121396,1,*
March-18-2021,Worcester,Bolton,AI/AN,8.42244810638098,0.00166608175153973,*
March-18-2021,Worcester,Bolton,Asian,114.587949159413,0.0226671495780688,35
March-18-2021,Worcester,Bolton,Black,20.6447642335189,0.00408383222073486,*
March-18-2021,Worcester,Bolton,Hispanic,84.16464713,0.0166489815000269,*
March-18-2021,Worcester,Bolton,Multi,63.707125051494,0.0126021884790171,30
March-18-2021,Worcester,Bolton,NH/PI,1.98054051381563,0.000391779488169646,*
March-18-2021,Worcester,Bolton,White,4714.99485224232,0.932694008048941,1202
March-18-2021,Worcester,Bolton,Other/Unknown,0,0,67
March-18-2021,Worcester,Bolton,Total,5055.24299668805,1,*
March-18-2021,Worcester,Boylston,AI/AN,14.2462813303608,0.00317332308162813,*
March-18-2021,Worcester,Boylston,Asian,167.919471100681,0.0374036368608681,30
March-18-2021,Worcester,Boylston,Black,21.5121249792656,0.00479177135061138,*
March-18-2021,Worcester,Boylston,Hispanic,66.41784108,0.0147944058694042,37
March-18-2021,Worcester,Boylston,Multi,66.6325469900261,0.0148422310670293,*
March-18-2021,Worcester,Boylston,NH/PI,0,0,*
March-18-2021,Worcester,Boylston,White,4103.06096178304,0.913946436506579,1216
March-18-2021,Worcester,Boylston,Other/Unknown,0,0,118
March-18-2021,Worcester,Boylston,Total,4489.38887213825,1,*
March-18-2021,Worcester,Brookfield,AI/AN,3.6610850565102,0.000992603420864761,*
March-18-2021,Worcester,Brookfield,Asian,6.20685845418817,0.00168282048610016,*
March-18-2021,Worcester,Brookfield,Black,8.13755098074313,0.00220627513872799,*
March-18-2021,Worcester,Brookfield,Hispanic,52.2691612,0.0141713583301194,207
March-18-2021,Worcester,Brookfield,Multi,49.9492876707996,0.0135423878567448,*
March-18-2021,Worcester,Brookfield,NH/PI,0,0,*
March-18-2021,Worcester,Brookfield,White,3556.90497878277,0.964357832482617,429
March-18-2021,Worcester,Brookfield,Other/Unknown,0,0,50
March-18-2021,Worcester,Brookfield,Total,3688.36635009846,1,*
March-18-2021,Worcester,Charlton,AI/AN,20.3111238933654,0.00143402961883801,*
March-18-2021,Worcester,Charlton,Asian,119.461125861972,0.00843433350538333,*
March-18-2021,Worcester,Charlton,Black,72.1792104958224,0.00509608066292991,*
March-18-2021,Worcester,Charlton,Hispanic,459.22266234,0.0324225731128704,944
March-18-2021,Worcester,Charlton,Multi,160.289083241066,0.011316916491222,*
March-18-2021,Worcester,Charlton,NH/PI,8.77465827127709,0.000619518640241448,*
March-18-2021,Worcester,Charlton,White,13216.9911200625,0.93316139656259,1855
March-18-2021,Worcester,Charlton,Other/Unknown,0,0,435
March-18-2021,Worcester,Charlton,Total,14163.6711170745,1,*
March-18-2021,Worcester,Clinton,AI/AN,28.6225551647594,0.00203290783396287,*
March-18-2021,Worcester,Clinton,Asian,172.433245507879,0.0122470161594868,35
March-18-2021,Worcester,Clinton,Black,350.499480738971,0.0248941136139884,35
March-18-2021,Worcester,Clinton,Hispanic,2267.27702988,0.161032626516937,197
March-18-2021,Worcester,Clinton,Multi,180.768218684415,0.012839004965829,*
March-18-2021,Worcester,Clinton,NH/PI,3.05966189220955,0.000217311508149651,*
March-18-2021,Worcester,Clinton,White,10969.6122858107,0.779113207154067,2324
March-18-2021,Worcester,Clinton,Other/Unknown,0,0,248
March-18-2021,Worcester,Clinton,Total,14079.6128022015,1,*
March-18-2021,Worcester,Douglas,AI/AN,17.6250285559462,0.00185800895238813,*
March-18-2021,Worcester,Douglas,Asian,70.1394529542344,0.00739401533965785,*
March-18-2021,Worcester,Douglas,Black,26.2077202458772,0.00276278581245734,*
March-18-2021,Worcester,Douglas,Hispanic,148.09891468,0.0156124064389996,65
March-18-2021,Worcester,Douglas,Multi,130.976806732931,0.0138074147620541,*
March-18-2021,Worcester,Douglas,NH/PI,1.15963420086457,0.000122247219053437,*
March-18-2021,Worcester,Douglas,White,9052.76168650064,0.954331064143431,1385
March-18-2021,Worcester,Douglas,Other/Unknown,0,0,148
March-18-2021,Worcester,Douglas,Total,9485.97612153182,1,*
March-18-2021,Worcester,Dudley,AI/AN,9.78537993251102,0.000784733241166466,*
March-18-2021,Worcester,Dudley,Asian,79.0052426394053,0.00633578262194816,*
March-18-2021,Worcester,Dudley,Black,114.410129226587,0.00917505831653642,*
March-18-2021,Worcester,Dudley,Hispanic,353.4399878,0.0283439282988533,653
March-18-2021,Worcester,Dudley,Multi,143.29403087037,0.0114913871571932,*
March-18-2021,Worcester,Dudley,NH/PI,0.815380690753157,6.53890126548294e-05,*
March-18-2021,Worcester,Dudley,White,11704.3953608561,0.93862764356268,1218
March-18-2021,Worcester,Dudley,Other/Unknown,0,0,223
March-18-2021,Worcester,Dudley,Total,12469.6895953656,1,*
March-18-2021,Worcester,East Brookfield,AI/AN,9.58722173724613,0.00427188806749408,*
March-18-2021,Worcester,East Brookfield,Asian,6.17290473281724,0.00275053177996844,*
March-18-2021,Worcester,East Brookfield,Black,14.1243380028552,0.00629354286667223,*
March-18-2021,Worcester,East Brookfield,Hispanic,62.53211224,0.0278631486195278,183
March-18-2021,Worcester,East Brookfield,Multi,27.6817357617499,0.012334467683034,*
March-18-2021,Worcester,East Brookfield,NH/PI,0,0,*
March-18-2021,Worcester,East Brookfield,White,2108.63404130029,0.939568192602373,272
March-18-2021,Worcester,East Brookfield,Other/Unknown,0,0,30
March-18-2021,Worcester,East Brookfield,Total,2244.25864764525,1,*
March-18-2021,Worcester,Fitchburg,AI/AN,73.498591359792,0.00174484583340489,*
March-18-2021,Worcester,Fitchburg,Asian,1426.53154840447,0.0338656507887284,124
March-18-2021,Worcester,Fitchburg,Black,2073.87466766355,0.0492334819746801,243
March-18-2021,Worcester,Fitchburg,Hispanic,12508.78434019,0.296956714858632,635
March-18-2021,Worcester,Fitchburg,Multi,981.387709725517,0.0232980010172835,62
March-18-2021,Worcester,Fitchburg,NH/PI,13.0290286261707,0.000309307238289788,*
March-18-2021,Worcester,Fitchburg,White,25511.3809973913,0.605636462062242,4849
March-18-2021,Worcester,Fitchburg,Other/Unknown,0,0,787
March-18-2021,Worcester,Fitchburg,Total,42123.2580854246,1,*
March-18-2021,Worcester,Gardner,AI/AN,32.3379950365484,0.00162717914203265,*
March-18-2021,Worcester,Gardner,Asian,246.770679311902,0.012416975813984,43
March-18-2021,Worcester,Gardner,Black,505.560733065814,0.0254387409901475,85
March-18-2021,Worcester,Gardner,Hispanic,2097.73121226,0.10555337368079,140
March-18-2021,Worcester,Gardner,Multi,383.078861653015,0.0192757136838849,*
March-18-2021,Worcester,Gardner,NH/PI,6.41950759635465,0.00032301597087583,*
March-18-2021,Worcester,Gardner,White,16591.9296732385,0.834870617669806,4118
March-18-2021,Worcester,Gardner,Other/Unknown,0,0,1151
March-18-2021,Worcester,Gardner,Total,19873.6538597417,1,*
March-18-2021,Worcester,Grafton,AI/AN,14.7602082775627,0.000733430060495025,*
March-18-2021,Worcester,Grafton,Asian,1716.5345119868,0.0852940546158854,272
March-18-2021,Worcester,Grafton,Black,166.482792954218,0.00827247709596381,50
March-18-2021,Worcester,Grafton,Hispanic,475.60540597,0.0236326815389585,114
March-18-2021,Worcester,Grafton,Multi,301.264119931176,0.0149697184179971,84
March-18-2021,Worcester,Grafton,NH/PI,4.28031920433158,0.00021268770155114,*
March-18-2021,Worcester,Grafton,White,17327.7852021146,0.861012142243989,3737
March-18-2021,Worcester,Grafton,Other/Unknown,0,0,336
March-18-2021,Worcester,Grafton,Total,20124.9022539387,1,*
March-18-2021,Worcester,Hardwick,AI/AN,7.69634872669123,0.00230355413572907,*
March-18-2021,Worcester,Hardwick,Asian,5.74355497675208,0.00171907358805096,*
March-18-2021,Worcester,Hardwick,Black,25.7880648442662,0.0077184916554577,*
March-18-2021,Worcester,Hardwick,Hispanic,63.83508502,0.0191061475154408,*
March-18-2021,Worcester,Hardwick,Multi,27.9154987845985,0.00835524285083262,*
March-18-2021,Worcester,Hardwick,NH/PI,2.62964407436309,0.000787065100362045,*
March-18-2021,Worcester,Hardwick,White,3197.64248687332,0.957069753047266,438
