Date,ZIP,AI/AN,Asian,Black,Hispanic,Multi,NH/PI,Other,White,Unknown
April-8-2021,1969,*,*,*,32,*,*,54,2398,109
April-8-2021,1970,*,344,458,1271,336,*,413,13205,617
April-8-2021,1971,*,*,*,*,*,*,*,*,*
April-8-2021,1982,*,59,*,33,34,*,44,2815,94
April-8-2021,1983,*,39,*,31,38,*,61,2841,86
April-8-2021,1984,*,38,*,*,*,*,*,1561,41
April-8-2021,1985,*,*,*,*,*,*,42,1930,116
April-8-2021,2018,*,*,*,*,*,*,*,31,*
April-8-2021,2019,*,122,91,161,73,*,100,5027,171
April-8-2021,2020,*,*,*,*,*,*,*,204,*
April-8-2021,2021,*,591,578,253,346,*,304,7635,637
April-8-2021,2025,*,*,*,41,85,*,54,3182,69
April-8-2021,2026,*,277,466,489,350,*,379,8914,314
April-8-2021,2027,*,*,*,*,*,*,*,84,76
April-8-2021,2030,*,148,*,43,89,*,62,2063,64
April-8-2021,2031,*,*,*,*,*,*,*,*,*
April-8-2021,2032,*,139,42,45,83,*,45,1480,38
April-8-2021,2035,*,203,154,140,150,*,179,6433,200
April-8-2021,2038,*,393,127,224,212,*,256,11087,369
April-8-2021,2040,*,*,*,*,*,*,*,35,*
April-8-2021,2041,*,*,*,*,*,*,*,255,*
April-8-2021,2043,*,124,66,121,269,*,395,9443,218
April-8-2021,2044,*,*,*,*,*,*,*,*,*
April-8-2021,2045,*,42,*,65,73,*,72,4229,98
April-8-2021,2047,*,*,*,*,*,*,*,244,*
April-8-2021,2048,*,259,228,152,149,*,221,7500,278
April-8-2021,2050,*,46,59,103,211,*,198,10115,313
April-8-2021,2051,*,*,*,*,*,*,*,228,*
April-8-2021,2052,*,131,52,97,140,*,115,4760,95
April-8-2021,2053,*,91,54,112,105,*,96,4723,103
April-8-2021,2054,*,85,30,90,71,*,54,3334,134
April-8-2021,2055,*,*,*,*,*,*,*,*,*
April-8-2021,2056,*,87,84,65,79,*,91,3880,818
April-8-2021,2059,*,*,*,*,*,*,*,111,*
April-8-2021,2060,*,*,*,*,*,*,*,73,*
April-8-2021,2061,*,66,37,45,131,*,129,4105,122
April-8-2021,2062,*,438,597,427,334,*,643,9829,459
April-8-2021,2065,*,*,*,*,*,*,*,96,*
April-8-2021,2066,*,31,54,69,163,*,154,7748,159
April-8-2021,2067,*,891,338,123,339,*,309,5936,247
April-8-2021,2070,*,*,*,*,*,*,*,34,*
April-8-2021,2071,*,*,34,33,*,*,*,397,176
April-8-2021,2072,*,458,1426,458,279,*,454,7333,468
April-8-2021,2081,*,185,125,168,172,*,187,7383,217
April-8-2021,2090,*,400,98,107,258,*,184,5937,262
April-8-2021,2093,*,75,52,64,74,*,156,4393,276
April-8-2021,2108,*,71,43,57,33,*,46,1331,61
April-8-2021,2109,*,90,37,56,*,*,55,1302,85
April-8-2021,2110,*,80,*,39,34,*,51,907,42
April-8-2021,2111,*,1769,301,217,166,*,390,1631,661
April-8-2021,2112,*,*,*,*,*,*,*,*,*
April-8-2021,2113,*,80,31,97,58,*,92,1990,89
April-8-2021,2114,*,799,280,320,141,*,237,4080,583
April-8-2021,2115,*,1649,685,788,219,*,507,4192,701
April-8-2021,2116,*,1376,482,397,245,*,324,5684,354
April-8-2021,2117,*,*,*,*,*,*,*,46,*
April-8-2021,2118,*,1803,1535,1583,340,*,584,5972,612
April-8-2021,2119,*,364,4702,2306,322,*,523,1478,427
April-8-2021,2120,*,847,914,939,137,*,318,1808,553
April-8-2021,2121,*,128,4250,1849,217,*,286,401,256
April-8-2021,2122,*,1905,1817,701,251,*,337,3289,495
April-8-2021,2123,*,*,*,*,*,*,*,32,*
April-8-2021,2124,*,1605,7442,2064,504,*,724,4301,707
April-8-2021,2125,*,1402,3195,1612,397,*,543,4288,539
April-8-2021,2126,*,83,5309,792,237,*,293,475,295
April-8-2021,2127,*,694,404,793,226,*,423,10299,667
April-8-2021,2128,*,649,487,4999,228,*,616,6690,511
April-8-2021,2129,*,526,220,395,142,*,196,5622,248
April-8-2021,2130,33,1072,1594,2377,519,34,1012,10275,617
April-8-2021,2131,*,358,2053,2244,363,*,572,6675,442
April-8-2021,2132,*,669,640,733,444,*,530,9596,398
April-8-2021,2133,*,*,*,*,*,*,*,*,*
April-8-2021,2134,*,1259,379,742,201,*,428,3883,565
April-8-2021,2135,48,2176,710,1331,538,*,1117,10905,859
April-8-2021,2136,*,199,5259,2329,362,*,613,3275,484
April-8-2021,2137,*,*,*,*,*,*,*,*,*
April-8-2021,2138,*,1022,735,495,324,*,428,8147,478
April-8-2021,2139,*,1388,1529,643,445,*,613,7136,512
April-8-2021,2140,*,858,988,304,259,*,381,4739,282
April-8-2021,2141,*,621,409,389,132,*,267,2660,231
April-8-2021,2142,*,205,56,79,*,*,57,628,85
April-8-2021,2143,*,839,402,430,260,*,533,6617,316
April-8-2021,2144,*,567,382,349,219,*,404,6932,277
April-8-2021,2145,*,868,648,750,217,*,911,5697,379
April-8-2021,2148,*,4847,2197,1513,583,*,1534,9634,1553
April-8-2021,2149,*,1058,1505,2156,224,*,1491,6689,1074
April-8-2021,2150,*,457,702,4354,145,*,897,3834,880
April-8-2021,2151,*,997,820,4831,314,*,1240,11319,966
April-8-2021,2152,*,93,135,533,108,*,211,6773,350
April-8-2021,2153,*,*,*,*,*,*,*,*,*
April-8-2021,2155,30,1741,1398,921,543,*,1285,16338,1331
April-8-2021,2156,*,*,*,*,*,*,*,*,*
April-8-2021,2163,*,70,*,*,*,*,*,69,*
April-8-2021,2169,*,4090,1218,825,826,*,843,13803,1153
April-8-2021,2170,*,2610,168,196,304,*,154,4037,272
April-8-2021,2171,*,2254,225,167,292,*,233,4322,311
April-8-2021,2176,*,554,271,317,176,*,527,9252,1269
April-8-2021,2180,*,425,195,232,159,*,338,8159,733
April-8-2021,2184,*,1794,430,311,537,*,496,11793,1027
April-8-2021,2185,*,*,*,*,*,*,*,52,*
April-8-2021,2186,*,591,1345,352,359,*,304,8831,615
April-8-2021,2187,*,*,*,*,*,*,*,*,*
April-8-2021,2188,*,251,234,165,143,*,191,4717,270
April-8-2021,2189,*,202,234,160,157,*,346,4507,161
April-8-2021,2190,*,294,181,173,176,*,219,6482,387
April-8-2021,2191,*,123,50,77,80,*,71,2963,89
April-8-2021,2196,*,*,*,*,*,*,*,*,*
April-8-2021,2199,*,47,*,*,*,*,*,402,*
April-8-2021,2201,*,*,*,*,*,*,*,*,*
April-8-2021,2203,*,*,*,*,*,*,*,*,*
April-8-2021,2204,*,*,*,*,*,*,*,*,*
April-8-2021,2205,*,*,*,*,*,*,*,45,*
April-8-2021,2206,*,*,*,*,*,*,*,*,*
April-8-2021,2210,*,139,43,85,52,*,79,1441,97
April-8-2021,2211,*,*,*,*,*,*,*,*,*
April-8-2021,2212,*,*,*,*,*,*,*,*,*
April-8-2021,2215,*,1272,265,508,157,*,396,3354,599
April-8-2021,2216,*,*,*,*,*,*,*,*,*
April-8-2021,2217,*,*,*,*,*,*,*,*,*
April-8-2021,2222,*,*,*,*,*,*,*,*,*
April-8-2021,2228,*,*,*,*,*,*,*,*,*
April-8-2021,2238,*,*,*,*,*,*,*,57,*
April-8-2021,2239,*,*,*,*,*,*,*,*,*
April-8-2021,2241,*,*,*,*,*,*,*,*,*
April-8-2021,2269,*,*,*,*,*,*,*,34,*
April-8-2021,2284,*,*,*,*,*,*,*,*,*
April-8-2021,2301,*,435,6529,1350,467,*,1090,6743,1472
April-8-2021,2302,*,166,2949,650,213,*,573,3899,707
April-8-2021,2303,*,*,63,*,*,*,*,37,*
April-8-2021,2304,*,*,*,*,*,*,*,*,*
April-8-2021,2305,*,*,*,*,*,*,*,*,*
April-8-2021,2322,*,61,270,76,*,*,52,1126,91
April-8-2021,2324,*,109,339,199,125,*,321,7304,1338
April-8-2021,2325,*,*,*,*,*,*,*,*,*
April-8-2021,2327,*,*,*,*,*,*,*,128,*
April-8-2021,2330,*,*,58,47,63,*,141,3582,132
April-8-2021,2331,*,*,*,*,*,*,*,389,*
April-8-2021,2332,*,59,*,77,183,*,138,6501,150
April-8-2021,2333,*,41,112,50,58,*,208,4399,287
April-8-2021,2334,*,*,*,*,*,*,*,111,*
April-8-2021,2337,*,*,*,*,*,*,*,*,*
April-8-2021,2338,*,*,*,*,45,*,66,2573,91
April-8-2021,2339,*,54,38,51,172,*,116,5490,169
April-8-2021,2340,*,*,*,*,*,*,*,*,*
April-8-2021,2341,*,*,43,45,68,*,123,3545,137
April-8-2021,2343,*,158,469,206,122,*,132,2920,207
April-8-2021,2344,*,*,*,*,*,*,*,*,*
April-8-2021,2345,*,*,*,*,*,*,*,283,*
April-8-2021,2346,*,55,105,90,86,*,253,6653,599
April-8-2021,2347,*,40,35,47,40,*,138,3469,179
April-8-2021,2348,*,*,*,*,*,*,*,*,*
April-8-2021,2349,*,*,*,*,*,*,*,*,*
April-8-2021,2350,*,*,*,*,*,*,*,45,*
April-8-2021,2351,*,100,194,149,131,*,218,5279,268
April-8-2021,2355,*,*,*,*,*,*,*,57,*
April-8-2021,2356,*,105,188,80,93,*,202,4465,209
April-8-2021,2357,*,*,*,*,*,*,*,34,*
April-8-2021,2358,*,*,*,*,*,*,*,64,*
April-8-2021,2359,*,48,44,35,156,*,149,6264,235
April-8-2021,2360,*,145,242,297,326,*,891,21401,1240
April-8-2021,2361,*,*,*,*,*,*,*,31,*
April-8-2021,2362,*,*,*,*,*,*,*,141,*
April-8-2021,2364,*,33,41,50,125,*,162,4936,184
April-8-2021,2366,*,*,*,*,*,*,*,85,*
April-8-2021,2367,*,*,*,*,*,*,*,1006,41
April-8-2021,2368,*,1756,4273,815,559,*,490,4509,655
April-8-2021,2370,*,107,129,152,143,*,221,5376,243
April-8-2021,2375,*,114,187,101,74,*,129,3259,148
April-8-2021,2379,*,34,83,51,35,*,91,2193,175
April-8-2021,2381,*,*,*,*,*,*,*,59,*
April-8-2021,2382,*,51,135,67,81,*,158,4318,255
April-8-2021,2420,*,1303,89,123,262,*,250,4437,261
April-8-2021,2421,*,1493,116,185,256,*,310,5249,285
April-8-2021,2445,*,1125,283,366,279,*,363,6371,394
April-8-2021,2446,*,1711,326,501,423,*,523,8754,822
April-8-2021,2447,*,*,*,*,*,*,*,*,*
April-8-2021,2451,*,561,366,410,170,*,310,5074,239
April-8-2021,2452,*,329,312,240,128,*,240,3629,180
April-8-2021,2453,*,639,465,965,208,*,472,6543,482
April-8-2021,2454,*,*,*,*,*,*,*,127,*
April-8-2021,2455,*,*,*,*,*,*,*,*,*
April-8-2021,2456,*,*,*,*,*,*,*,*,*
April-8-2021,2457,*,58,*,*,*,*,*,89,*
April-8-2021,2458,*,566,135,217,191,*,179,4000,216
April-8-2021,2459,*,970,171,244,355,*,269,6861,400
April-8-2021,2460,*,381,106,165,128,*,115,3135,162
April-8-2021,2461,*,455,100,97,146,*,111,2489,165
April-8-2021,2462,*,91,*,*,*,*,76,567,*
April-8-2021,2464,*,218,55,45,78,*,66,935,58
April-8-2021,2465,*,457,139,166,164,*,139,4220,211
April-8-2021,2466,*,324,76,93,96,*,171,2362,96
April-8-2021,2467,*,836,222,321,315,*,307,5652,347
April-8-2021,2468,*,215,35,41,93,*,45,2263,96
April-8-2021,2471,*,*,*,*,*,*,*,45,*
April-8-2021,2472,*,860,489,676,398,*,718,11149,489
April-8-2021,2474,*,803,252,286,251,*,310,9090,482
April-8-2021,2475,*,*,*,*,*,*,*,*,*
April-8-2021,2476,*,514,160,194,212,*,254,6029,338
April-8-2021,2477,*,*,*,*,*,*,*,*,*
April-8-2021,2478,*,1120,220,280,331,*,344,8169,402
April-8-2021,2479,*,*,*,*,*,*,*,*,*
April-8-2021,2481,*,541,87,167,218,*,177,5268,156
April-8-2021,2482,*,345,66,97,149,*,128,3704,122
April-8-2021,2492,*,490,99,175,253,*,294,8648,405
April-8-2021,2493,*,529,54,119,179,*,142,3766,154
April-8-2021,2494,*,336,87,116,158,*,171,3748,186
April-8-2021,2495,*,*,*,*,*,*,*,*,*
April-8-2021,2532,*,49,69,57,51,*,208,4339,370
April-8-2021,2534,*,*,*,*,*,*,*,386,*
April-8-2021,2535,*,*,*,*,*,*,*,610,*
April-8-2021,2536,*,66,157,145,87,*,314,7485,348
April-8-2021,2537,*,*,*,33,*,*,121,2426,170
April-8-2021,2538,*,*,62,*,*,*,50,1063,36
April-8-2021,2539,*,*,34,*,*,*,46,1650,51
April-8-2021,2540,*,31,60,71,34,*,235,3703,265
April-8-2021,2541,*,*,*,*,*,*,*,95,*
April-8-2021,2542,*,*,*,*,*,*,*,*,*
April-8-2021,2543,*,*,*,*,*,*,*,354,*
April-8-2021,2552,*,*,*,*,*,*,*,*,*
April-8-2021,2553,*,*,*,*,*,*,*,341,*
April-8-2021,2554,*,69,228,251,38,*,62,3544,111
April-8-2021,2556,*,*,*,*,*,*,45,1647,61
April-8-2021,2557,*,*,124,*,*,*,38,1086,50
April-8-2021,2558,*,*,63,*,*,*,31,623,*
April-8-2021,2559,*,*,*,*,*,*,52,1465,75
April-8-2021,2561,*,*,*,*,*,*,*,219,*
April-8-2021,2562,*,*,*,*,*,*,36,1186,51
April-8-2021,2563,*,41,*,61,35,*,172,4222,288
April-8-2021,2564,*,*,*,*,*,*,*,214,*
April-8-2021,2565,*,*,*,*,*,*,*,*,*
April-8-2021,2568,*,*,91,45,*,*,62,2456,82
April-8-2021,2571,*,*,151,35,39,*,202,3277,134
April-8-2021,2573,*,*,*,*,*,*,*,*,*
April-8-2021,2574,*,*,*,*,*,*,*,341,*
April-8-2021,2575,*,*,*,*,*,*,*,835,*
April-8-2021,2576,*,*,59,*,*,*,49,1173,52
April-8-2021,2584,*,*,55,39,*,*,*,560,*
April-8-2021,2601,*,89,293,339,94,*,515,3921,422
April-8-2021,2630,*,*,*,*,*,*,*,969,52
April-8-2021,2631,*,*,*,54,30,*,258,4604,181
April-8-2021,2632,*,46,77,112,38,*,221,4476,234
April-8-2021,2633,*,*,*,32,*,*,59,1978,59
April-8-2021,2634,*,*,*,*,*,*,*,*,*
April-8-2021,2635,*,*,*,*,*,*,62,1619,78
April-8-2021,2636,*,*,*,*,*,*,*,*,*
April-8-2021,2637,*,*,*,*,*,*,*,258,*
April-8-2021,2638,*,*,*,*,*,*,71,1459,63
April-8-2021,2639,*,*,*,*,*,*,57,997,76
April-8-2021,2641,*,*,*,*,*,*,*,612,*
April-8-2021,2642,*,*,*,*,*,*,63,2015,86
April-8-2021,2643,*,*,*,*,*,*,*,449,*
April-8-2021,2644,*,*,*,*,*,*,40,1316,94
April-8-2021,2645,*,*,83,72,36,*,213,4492,158
April-8-2021,2646,*,*,*,*,*,*,35,955,*
April-8-2021,2647,*,*,*,*,*,*,*,137,*
April-8-2021,2648,*,*,36,60,30,*,129,2793,155
April-8-2021,2649,*,35,103,102,61,*,244,5962,354
April-8-2021,2650,*,*,*,*,*,*,62,485,*
April-8-2021,2651,*,*,*,*,*,*,*,560,*
April-8-2021,2652,*,*,*,*,*,*,*,555,*
April-8-2021,2653,*,*,*,44,*,*,83,2611,219
April-8-2021,2655,*,*,*,32,*,*,47,1485,80
April-8-2021,2657,*,*,56,71,*,*,95,1781,36
April-8-2021,2659,*,*,*,*,*,*,*,525,*
April-8-2021,2660,*,*,37,43,*,*,125,2549,171
April-8-2021,2661,*,*,*,*,*,*,*,122,*
April-8-2021,2662,*,*,*,*,*,*,*,299,*
April-8-2021,2663,*,*,*,*,*,*,*,237,*
April-8-2021,2664,*,45,72,89,49,*,261,3661,286
April-8-2021,2666,*,*,*,*,*,*,*,580,*
April-8-2021,2667,*,*,*,*,*,*,34,1371,36
April-8-2021,2668,*,*,*,*,*,*,46,1400,61
April-8-2021,2669,*,*,*,*,*,*,*,234,*
April-8-2021,2670,*,*,*,*,*,*,*,645,30
April-8-2021,2671,*,*,*,*,*,*,*,461,*
April-8-2021,2672,*,*,*,*,*,*,*,169,*
April-8-2021,2673,*,37,73,120,36,*,230,2866,176
April-8-2021,2675,*,*,*,53,*,*,130,3180,183
April-8-2021,2702,*,*,*,*,*,*,43,1415,53
April-8-2021,2703,*,408,499,465,160,*,668,10763,797
April-8-2021,2712,*,*,*,*,*,*,*,*,*
April-8-2021,2713,*,*,*,*,*,*,*,*,*
April-8-2021,2714,*,*,*,*,*,*,*,*,*
April-8-2021,2715,*,*,*,*,*,*,40,1040,40
April-8-2021,2717,*,*,33,*,*,*,60,1504,84
April-8-2021,2718,*,*,108,74,*,*,78,1637,125
April-8-2021,2719,*,38,75,119,37,*,404,5216,362
April-8-2021,2720,*,117,248,230,59,*,428,7526,556
April-8-2021,2721,*,130,176,359,47,*,333,4949,316
April-8-2021,2722,*,*,*,*,*,*,*,50,*
April-8-2021,2723,*,76,99,200,30,*,180,2826,175
April-8-2021,2724,*,80,114,222,*,*,156,2976,242
April-8-2021,2725,*,*,*,*,*,*,60,765,41
April-8-2021,2726,*,51,35,47,*,*,226,5305,278
April-8-2021,2738,*,*,61,*,*,*,109,2053,74
April-8-2021,2739,*,*,*,36,*,*,78,2791,181
April-8-2021,2740,33,89,1062,877,204,*,885,6738,1267
April-8-2021,2741,*,*,*,*,*,*,*,*,*
April-8-2021,2742,*,*,*,*,*,*,*,33,*
April-8-2021,2743,*,*,*,66,*,*,153,3125,198
April-8-2021,2744,*,*,127,251,*,*,133,1516,245
April-8-2021,2745,*,53,224,337,65,*,392,5570,596
April-8-2021,2746,*,*,197,335,35,*,219,1544,254
April-8-2021,2747,*,152,96,182,56,*,432,6132,426
April-8-2021,2748,*,53,53,116,43,*,219,4507,314
April-8-2021,2760,*,337,154,164,102,*,321,7794,327
April-8-2021,2761,*,*,*,*,*,*,*,40,*
April-8-2021,2762,*,79,56,63,45,*,76,2976,136
April-8-2021,2763,*,*,*,*,*,*,45,728,*
April-8-2021,2764,*,*,*,*,*,*,35,1179,58
April-8-2021,2766,*,86,116,99,79,*,175,5763,240
April-8-2021,2767,*,113,179,101,63,*,197,4628,214
April-8-2021,2768,*,*,*,*,*,*,*,52,*
April-8-2021,2769,*,61,*,37,*,*,127,3099,195
April-8-2021,2770,*,*,*,*,*,*,45,1799,100
April-8-2021,2771,*,88,64,62,*,*,157,3378,273
April-8-2021,2777,*,34,31,67,*,*,236,4999,290
April-8-2021,2779,*,*,*,31,*,*,70,1937,94
April-8-2021,2780,*,123,885,801,163,*,609,11241,1114
April-8-2021,2790,*,40,*,84,34,*,245,5783,496
April-8-2021,2791,*,*,*,*,*,*,*,132,*
April-15-2021,1001,*,124,83,153,66,*,494,5363,244
April-15-2021,1002,*,663,329,424,120,*,407,7322,505
April-15-2021,1003,*,98,*,42,*,*,*,413,*
April-15-2021,1004,*,*,*,*,*,*,*,146,*
April-15-2021,1005,*,*,*,44,*,*,*,1758,90
April-15-2021,1007,*,113,80,130,33,*,291,5878,307
April-15-2021,1008,*,*,*,*,*,*,*,411,*
April-15-2021,1009,*,*,*,*,*,*,*,307,*
April-15-2021,1010,*,*,*,384,*,*,30,916,35
April-15-2021,1011,*,*,*,*,*,*,*,325,*
April-15-2021,1012,*,*,*,*,*,*,*,286,*
April-15-2021,1013,*,73,157,980,47,*,376,4564,404
April-15-2021,1014,*,*,*,*,*,*,*,*,*
April-15-2021,1020,*,152,205,712,80,*,576,8254,505
April-15-2021,1021,*,*,*,*,*,*,*,38,*
April-15-2021,1022,*,*,*,*,*,*,40,684,48
April-15-2021,1026,*,*,*,*,*,*,*,417,*
April-15-2021,1027,*,134,62,205,62,*,368,7320,502
April-15-2021,1028,*,167,106,155,31,*,719,6056,339
April-15-2021,1029,*,*,*,*,*,*,*,238,*
April-15-2021,1030,*,63,45,89,35,*,229,3800,159
April-15-2021,1031,*,*,*,*,*,*,*,281,*
April-15-2021,1032,*,*,*,*,*,*,*,248,*
April-15-2021,1033,*,36,*,67,*,*,137,2077,122
April-15-2021,1034,*,*,*,*,*,*,34,521,*
April-15-2021,1035,*,116,34,55,32,*,80,2192,151
April-15-2021,1036,*,*,*,*,*,*,165,1902,84
April-15-2021,1037,*,*,*,*,*,*,*,321,43
April-15-2021,1038,*,*,*,*,*,*,46,1190,63
April-15-2021,1039,*,*,*,*,*,*,33,645,39
April-15-2021,1040,*,121,256,3206,77,*,1210,7035,1214
April-15-2021,1041,*,*,*,65,*,*,*,34,*
April-15-2021,1050,*,*,*,*,*,*,39,737,36
April-15-2021,1053,*,*,*,*,*,*,88,870,35
April-15-2021,1054,*,*,*,*,*,*,44,865,51
April-15-2021,1056,*,51,80,272,30,*,500,6772,398
April-15-2021,1057,*,*,*,90,*,*,134,2620,180
April-15-2021,1059,*,*,*,*,*,*,*,*,*
April-15-2021,1060,*,181,148,323,52,*,514,5895,549
April-15-2021,1061,*,*,*,*,*,*,*,96,*
April-15-2021,1062,*,107,67,169,41,*,250,4705,265
April-15-2021,1063,*,*,*,*,*,*,*,72,*
April-15-2021,1066,*,*,*,*,*,*,*,175,*
April-15-2021,1068,*,*,*,*,*,*,*,708,*
April-15-2021,1069,*,37,*,93,*,*,137,2510,157
April-15-2021,1070,*,*,*,*,*,*,*,245,*
April-15-2021,1071,*,*,*,*,*,*,*,449,*
April-15-2021,1072,*,*,*,*,*,*,30,643,31
April-15-2021,1073,*,*,*,44,*,*,96,2532,159
April-15-2021,1074,*,*,*,*,*,*,*,144,*
April-15-2021,1075,*,118,90,198,63,*,453,6077,327
April-15-2021,1077,*,*,*,58,*,*,289,2637,155
April-15-2021,1079,*,*,*,*,*,*,*,196,*
April-15-2021,1080,*,*,*,*,*,*,*,516,*
April-15-2021,1081,*,*,*,119,*,*,*,344,*
April-15-2021,1082,*,*,*,124,*,*,144,2728,164
April-15-2021,1083,*,*,*,189,*,*,*,612,*
April-15-2021,1084,*,*,*,*,*,*,*,71,*
April-15-2021,1085,*,203,138,573,112,*,993,10577,814
April-15-2021,1086,*,*,*,*,*,*,*,71,*
April-15-2021,1088,*,*,*,*,*,*,*,201,*
April-15-2021,1089,*,415,204,562,101,*,761,7075,466
April-15-2021,1090,*,*,*,*,*,*,*,37,*
April-15-2021,1092,*,*,*,66,*,*,*,253,*
April-15-2021,1093,*,*,*,*,*,*,*,378,31
April-15-2021,1094,*,*,*,*,*,*,*,110,*
April-15-2021,1095,*,115,110,180,41,*,499,5477,239
April-15-2021,1096,*,*,*,*,*,*,32,1073,51
April-15-2021,1097,*,*,*,*,*,*,*,*,*
April-15-2021,1098,*,*,*,*,*,*,*,501,*
April-15-2021,1101,*,*,31,87,*,*,69,101,*
April-15-2021,1102,*,*,*,*,*,*,*,*,*
April-15-2021,1103,*,*,88,249,*,*,96,223,88
April-15-2021,1104,*,72,559,2131,39,*,653,2168,749
April-15-2021,1105,*,*,321,762,*,*,298,483,468
April-15-2021,1106,*,350,73,147,52,*,916,5862,387
April-15-2021,1107,*,*,112,1296,*,*,236,494,307
April-15-2021,1108,*,487,630,1296,65,*,503,2603,576
April-15-2021,1109,*,92,2132,1550,108,*,555,1464,1266
April-15-2021,1111,*,*,*,*,*,*,*,*,*
April-15-2021,1115,*,*,*,*,*,*,*,*,*
April-15-2021,1116,*,*,*,*,*,*,*,*,*
April-15-2021,1118,*,228,427,536,45,*,399,3238,319
April-15-2021,1119,*,69,713,708,61,*,389,1858,379
April-15-2021,1128,*,*,86,86,*,*,79,759,69
April-15-2021,1129,*,60,292,326,32,*,195,1563,181
April-15-2021,1138,*,*,*,*,*,*,*,*,*
April-15-2021,1139,*,*,*,*,*,*,*,*,*
April-15-2021,1144,*,*,*,*,*,*,*,*,*
April-15-2021,1151,*,*,208,461,*,*,146,846,157
April-15-2021,1199,*,*,*,*,*,*,*,*,*
April-15-2021,1201,*,234,678,708,206,*,783,15672,1153
April-15-2021,1202,*,*,*,*,*,*,*,156,*
April-15-2021,1203,*,*,*,*,*,*,*,*,*
April-15-2021,1220,*,*,*,36,*,*,37,3148,93
April-15-2021,1222,*,*,*,*,*,*,*,248,*
April-15-2021,1223,*,*,*,*,*,*,*,803,38
April-15-2021,1224,*,*,*,*,*,*,*,59,*
April-15-2021,1225,*,*,*,*,*,*,*,1371,53
April-15-2021,1226,*,*,*,*,*,*,48,2626,231
April-15-2021,1227,*,*,*,*,*,*,*,45,*
April-15-2021,1229,*,*,*,*,*,*,*,68,*
April-15-2021,1230,*,57,41,315,39,*,188,3196,311
April-15-2021,1235,*,*,*,*,*,*,*,1055,52
April-15-2021,1236,*,*,*,34,*,*,*,729,80
April-15-2021,1237,*,*,*,*,*,*,*,1194,62
April-15-2021,1238,*,51,*,128,33,*,64,2441,261
April-15-2021,1240,*,41,*,58,*,*,91,2400,125
April-15-2021,1242,*,*,*,*,*,*,*,204,*
April-15-2021,1243,*,*,*,*,*,*,*,109,*
April-15-2021,1244,*,*,*,*,*,*,*,131,*
April-15-2021,1245,*,*,*,*,*,*,*,388,*
April-15-2021,1247,*,*,46,65,*,*,138,4890,183
April-15-2021,1252,*,*,*,*,*,*,*,*,*
April-15-2021,1253,*,*,*,*,*,*,*,346,*
April-15-2021,1254,*,*,*,*,*,*,*,589,34
April-15-2021,1255,*,*,*,*,*,*,45,245,*
April-15-2021,1256,*,*,*,*,*,*,*,256,*
April-15-2021,1257,*,*,*,52,*,*,*,1048,61
April-15-2021,1258,*,*,*,*,*,*,*,341,*
April-15-2021,1259,*,*,*,*,*,*,*,199,*
April-15-2021,1260,*,*,*,*,*,*,*,90,*
April-15-2021,1262,*,*,*,39,*,*,*,839,49
April-15-2021,1263,*,*,*,*,*,*,*,*,*
April-15-2021,1264,*,*,*,*,*,*,*,113,*
April-15-2021,1266,*,*,*,*,*,*,*,648,33
April-15-2021,1267,*,94,33,70,*,*,45,2246,203
April-15-2021,1270,*,*,*,*,*,*,*,340,*
April-15-2021,1301,*,69,76,151,45,*,422,6314,783
April-15-2021,1302,*,*,*,*,*,*,*,80,*
April-15-2021,1330,*,*,*,*,*,*,*,654,59
April-15-2021,1331,*,*,30,94,36,*,134,3900,261
April-15-2021,1337,*,*,*,*,*,*,43,1093,81
April-15-2021,1338,*,*,*,*,*,*,*,116,*
April-15-2021,1339,*,*,*,*,*,*,*,544,55
April-15-2021,1340,*,*,*,*,*,*,*,602,67
April-15-2021,1341,*,*,*,*,*,*,35,810,46
April-15-2021,1342,*,*,*,*,*,*,39,579,40
April-15-2021,1343,*,*,*,*,*,*,*,44,*
April-15-2021,1344,*,*,*,*,*,*,*,556,76
April-15-2021,1346,*,*,*,*,*,*,*,155,*
April-15-2021,1347,*,*,*,*,*,*,*,62,*
April-15-2021,1349,*,*,*,*,*,*,*,253,36
April-15-2021,1350,*,*,*,*,*,*,*,*,*
April-15-2021,1351,*,*,*,*,*,*,37,997,61
April-15-2021,1354,*,*,*,*,*,*,*,622,42
April-15-2021,1355,*,*,*,*,*,*,*,387,*
April-15-2021,1360,*,*,*,*,*,*,77,1110,107
April-15-2021,1364,*,*,*,*,*,*,70,2324,222
April-15-2021,1366,*,*,*,*,*,*,*,529,*
April-15-2021,1367,*,*,*,*,*,*,*,183,*
April-15-2021,1368,*,*,*,*,*,*,*,449,*
April-15-2021,1370,*,*,*,*,*,*,89,1552,152
April-15-2021,1373,*,32,*,35,*,*,85,2065,186
April-15-2021,1375,*,74,*,34,*,*,55,1274,94
April-15-2021,1376,*,*,*,37,*,*,151,1771,284
April-15-2021,1378,*,*,*,*,*,*,*,257,30
April-15-2021,1379,*,*,*,*,*,*,*,322,*
April-15-2021,1380,*,*,*,*,*,*,*,*,*
April-15-2021,1420,*,351,474,1654,158,*,423,8948,611
April-15-2021,1430,*,*,*,44,*,*,49,2183,99
April-15-2021,1431,*,*,*,*,*,*,*,1091,41
April-15-2021,1432,*,136,108,134,73,*,185,2745,113
April-15-2021,1434,*,*,*,*,*,*,*,137,*
April-15-2021,1436,*,*,*,*,*,*,48,947,74
